"","YEAR","Stock","Lat_mean","Lon_mean","Lat_rotated","Lon_rotated","along_mean","cross_mean","Distance","Max_Lat","Min_Lat","mDepth","mSST","mBT","STRAT_BIOMASS"
"104",1979,"25",37.588973,-74.235545,37.641877,-74.315362,271.80723,-14.039841,299.530006794326,39.2,36.983333,116.665459290625,23.9185936648972,12.3317956595163,0.00144917543480017
"105",1980,"25",37.795125,-73.638042,38.027816,-73.984205,322.39554,-14.858693,348.087655372568,40.183333,35.9,107.144382278439,22.869216565327,10.9705839905728,0.00714897238161645
"106",1981,"25",37.586373,-73.987055,37.706665,-74.236838,281.96952,-12.202919,308.055661984723,39.616667,36.1,132.158659406774,21.3503622728123,11.6636224062014,0.00503302906633221
"107",1982,"25",39.33235,-72.480841,39.354893,-72.454967,517.09758,-17.315501,533.478973097667,39.583333,38.85,121.700278835789,20.450274228338,12.4315500812276,0.00118741309694667
"108",1983,"25",37.266667,-74.516667,37.270506,-74.518589,230.19621,-10,255.636809217025,37.266667,37.266667,141,25.3,13.8,0.0000802588849427553
"109",1984,"25",37.851547,-73.596107,38.110281,-73.934404,333.72163,-15.242958,358.079543244198,39.983333,36.066667,156.954948574597,21.8406485626877,12.1274350159744,0.00326793730464958
"110",1985,"25",37.347337,-74.239497,37.421893,-74.425239,247.2902,-9.9634782,273.66335470407,38.35,36.083333,143.433665289489,NA,NA,0.000437874646305857
"111",1986,"25",37.558333,-74.104167,37.664,-74.3512,273.10333,-18,301.293481080173,39.733333,36.5,195.75,20.5,12.4,0.000763126008990584
"112",1987,"25",37.999484,-74.033438,38.016686,-74.050653,318.68322,-18.902201,345.384387156338,39.066667,37.3,95.3964116069252,15.9068822246256,10.5276669472879,0.00215899666707295
"113",1988,"25",38.014209,-73.731103,38.117595,-73.984292,331.39154,-20.840276,357.700361015531,39.3,36.233333,97.1934269986455,22.2225110258714,11.3859306088304,0.0025900170968851
"114",1989,"25",37.380362,-74.300851,37.451822,-74.481799,248.06117,-15.915152,276.020821023488,38.816667,36.716667,97.9834105501714,NA,NA,0.00132866247469848
"115",1990,"25",37.890328,-74.037181,37.908832,-74.064681,309.16032,-11.391542,333.491706317857,38.55,37.233333,123.773131813763,23.8633447029493,11.0355511745465,0.00155566586041633
"116",1991,"25",38.272497,-73.521255,38.420242,-73.705202,369.89798,-22.370086,396.778002580179,39.666667,37.016667,122.054751524939,22.5114570368116,11.5745708404895,0.00121739217435993
"117",1992,"25",37.228521,-74.38478,37.289972,-74.630829,227.8834,-19.030997,256.261471602413,38.7,35.8,86.9419869562353,23.8063397030634,11.0327621653425,0.00269939536226429
"118",1993,"25",37.928428,-74.055551,37.938771,-74.06564,310.4393,-13.631075,336.683631016416,38.816667,37.766667,138.774149873044,25.2673642746543,12.0999446694173,0.00140915082809647
"119",1994,"25",38.509089,-73.499089,38.523382,-73.530752,390.46602,-18.938952,412.404197799912,39,37.25,96.0889283897943,21.0015583333259,11.5374037294269,0.00435352989129899
"120",1995,"25",37.098565,-74.414801,37.199628,-74.700797,216.57957,-22.242302,245.554847501712,39.7,36,91.1069053653804,22.7424332893805,14.1494288555979,0.00354799219904369
"121",1996,"25",37.457115,-74.317618,37.535083,-74.475057,255.2822,-20.370075,285.228813235771,39.75,36.25,102.970314537927,22.6159009561668,9.45136060597458,0.00293521841813713
"122",1997,"25",37.81418,-73.607851,37.985755,-73.967048,321.37608,-9.7718874,344.000289696181,39.333333,35.9,122.509993872808,23.3906620014032,13.6960539177404,0.00145023992021975
"123",1998,"25",37.158717,-74.487101,37.185876,-74.586914,220.90093,-12.630477,245.381978118171,38.966667,36.266667,116.43311025028,23.513219299084,11.8519131420917,0.00288674942128196
"124",1999,"25",36.623748,-74.737095,36.608542,-74.795395,156.38763,-13.520582,179.431830533113,37.3895,35.979167,123.221390272451,22.9447129536858,13.9900166848641,0.00376315302120422
"125",2000,"25",38.053557,-73.398434,38.285083,-73.730069,360.08945,-14.22574,381.816182371267,40.115167,35.743667,107.765044170639,22.5599865130502,11.6796355570163,0.00301585512255333
"126",2001,"25",37.925798,-73.658619,38.110281,-73.934404,332.92796,-15.904712,358.079543244198,40.434952,35.689137,101.289679349418,24.6538398329066,12.9894725491245,0.00764983092395848
"127",2002,"25",37.675764,-73.626285,37.974586,-74.033251,316.49339,-14.993209,341.255339426445,40.188167,35.693,108.164571681087,24.2916868561754,11.857893203844,0.00478670743587425
"128",2003,"25",36.914801,-74.37168,37.012669,-74.660693,200.78767,-11.866741,225.408903935012,38.841333,35.969333,113.856022094889,21.5218674118215,12.0428484410107,0.00220379415956143
"129",2004,"25",36.966274,-74.455353,37.012669,-74.660693,201.23145,-11.690116,225.408903935012,39.113773,36.085077,113.00596655863,23.227443465158,9.42077728564704,0.00293490387932925
"130",2005,"25",37.33734,-73.886878,37.611609,-74.312443,270.61116,-12.935004,296.299907955711,40.371233,35.90194,115.99844910369,24.7429483421226,11.7869753176304,0.00438201269381284
"131",2006,"25",37.751771,-73.983436,37.841376,-74.178609,297.62642,-15.504336,323.784965624619,39.687915,35.85769,115.729650140144,22.3617227293399,12.1867093241617,0.00492474451797648
"132",2007,"25",38.544082,-73.01767,38.745897,-73.212119,426.79192,-13.874929,445.189636220033,40.52269,37.0964,96.2159335415174,22.3295882095869,12.1570894632489,0.0049918176869238
"133",2008,"25",37.473077,-74.078405,37.583661,-74.360389,265.74263,-13.364393,292.39281287425,39.191555,35.777837,115.669039684174,22.84,12.41,0.00259219954520803
"134",2009,"25",37.800652,-73.879691,37.938771,-74.06564,311.2431,-14.643742,336.683631016416,40.451467,35.653985,112.11544032201,22.4641797760835,12.8966779013385,0.0237002682361565
"135",2010,"25",37.890858,-73.273768,38.255496,-73.7315,357.58887,-12.995547,378.65015556116,40.586533,35.731055,126.414958833361,20.8985917927808,12.8695482868213,0.017037463493585
"136",2011,"25",38.043273,-73.053183,38.451256,-73.520658,384.30348,-12.852522,405.134937377497,40.526037,35.660295,125.659838917258,22.5426312225018,12.4798708521796,0.0223839861250985
"137",2012,"25",38.117105,-73.227145,38.419225,-73.556283,380.16368,-11.762825,400.749664518605,40.463842,35.642333,139.539106503384,24.6527730404012,13.347475898338,0.0182566265656893
"138",2013,"25",38.150176,-73.241902,38.419225,-73.556283,381.14257,-12.721458,400.749664518605,40.644888,35.831558,133.744562922368,23.4321188072352,11.6842285572189,0.0266201044912989
"139",1968,"26",41.052312,-68.427177,40.987778,-68.252422,917.46809,-79.535669,889.923060922971,42.25,39.1,70.0647769058592,13.2935844305693,12.157833801712,0.148434216909242
"140",1969,"26",40.948422,-69.233018,40.85352,-69.060329,848.00693,-88.97313,833.110138871436,42.9,38.416667,70.3988055511997,13.9358484055177,12.2562022621585,0.168231429398308
"141",1970,"26",40.985053,-68.766486,40.942492,-68.589681,889.9855,-83.295738,866.826439794407,42.066667,37.3,69.632048225717,13.9046531272123,10.6887349330469,0.146403486226889
"142",1971,"26",40.890726,-69.642682,40.814515,-69.387262,813.97518,-91.619579,812.093210175552,42.116667,37.516667,60.7099523424673,16.7106719386624,12.1980921193432,0.169578692517116
"143",1972,"26",40.81422,-69.931398,40.790331,-69.655556,782.40131,-93.233608,795.892752301006,43.916667,37.633333,62.5023000027134,15.1619280690643,12.5166523449765,0.257363760813367
"144",1973,"26",40.883277,-69.351877,40.847179,-69.158527,838.25054,-90.642032,827.204594813497,42.1,37.3,62.5432311122653,15.5983280756565,13.1609409426301,0.25376875381183
"145",1974,"26",40.960888,-69.050344,40.875165,-68.907531,862.89761,-86.29711,843.373388733966,42.1,37.383333,61.4791223240316,15.0659818829589,13.2531569088336,0.187579643753688
"146",1975,"26",40.674406,-69.771178,40.677067,-69.539476,794.48913,-80.449908,792.140275479885,42.133333,37.533333,62.5825685517201,14.6473324367104,12.0516706846882,0.233716993964707
"147",1976,"26",40.943038,-69.261079,40.823852,-69.101578,843.96519,-86.020287,828.344369647472,42.483333,38.333333,62.1178942321828,14.1851792062719,12.6024532056939,0.215721916752577
"148",1977,"26",41.092899,-68.776972,41.002092,-68.580171,892.09509,-89.155853,872.254578805813,44.016667,38.416667,63.8779075168113,13.4403404586104,12.4688613683527,0.256887801357784
"149",1978,"26",41.175324,-68.607569,41.064569,-68.407572,906.80066,-92.305103,887.1776895104,42.516667,38.35,59.9399990664771,13.6538000637416,12.0931502984879,0.227245406646994
"150",1979,"26",41.106539,-68.888305,40.99304,-68.754442,879.18772,-93.09799,861.718777989525,42.516667,36.4,62.6471164605962,14.2184531798286,12.6385126224114,0.248157349587892
"151",1980,"26",41.09735,-68.421048,40.996093,-68.12967,926.94282,-77.856728,897.775409818668,42.466667,35.9,71.6887646924881,14.7808849623902,12.2858159992642,0.251778361215768
